Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Kim, E., Rubinstein, S.M., Nead, K.T., Wojcieszynski, A.P., Gabriel, P.E., Warner, J.L.","57210330536; 56829026000; 24339007700; 55292872100; 54788882700; 26028490100","The Evolving Use of Electronic Health Records (EHR) for Research",2019,"Seminars in Radiation Oncology",29,"4",,354,361,,1,10.1016/j.semradonc.2019.05.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067199340&partnerID=40&md5=6e5f3159969a93438419dc65b1126cee",Article,Final,,Scopus,2-s2.0-85067199340
"Li, M.M., Sengupta, S., Hanigan, M.D.","57189608629; 57201825614; 7006588981","Using artificial neural networks to predict pH, ammonia, and volatile fatty acid concentrations in the rumen",2019,"Journal of Dairy Science",102,"10",,8850,8861,,,10.3168/jds.2018-15964,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069951448&partnerID=40&md5=7ab3838bf646e6c364a8c91d457df684",Article,Final,,Scopus,2-s2.0-85069951448
"Rehman, A.U., Malik, A.K., Raza, B., Ali, W.","57206476229; 56208258100; 24776735600; 57195300516","A Hybrid CNN-LSTM Model for Improving Accuracy of Movie Reviews Sentiment Analysis",2019,"Multimedia Tools and Applications",78,"18",,26597,26613,,,10.1007/s11042-019-07788-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067388843&partnerID=40&md5=c6ca5bb56c8d5502d454acc364628779",Article,Final,,Scopus,2-s2.0-85067388843
"Schmidt, P., Reiss, A., Dürichen, R., Laerhoven, K.V.","57195956246; 36731502600; 55513146000; 57211067780","Wearable-Based Affect Recognition-A Review",2019,"Sensors (Basel, Switzerland)",19,"19",,,,,,10.3390/s19194079,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072569038&partnerID=40&md5=feebf5d071f579158fd8087694907d0a",Review,Final,Open Access,Scopus,2-s2.0-85072569038
"Liang, J., Zhu, X.","57203209722; 57026571300","Phillips-Inspired Machine Learning for Band Gap and Exciton Binding Energy Prediction",2019,"The journal of physical chemistry letters",10,"18",,5640,5646,,,10.1021/acs.jpclett.9b02232,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072508623&partnerID=40&md5=e63b1b0da325e096d16c6271820bbb81",Article,Final,,Scopus,2-s2.0-85072508623
"Breyer, C., Fasihi, M., Bajamundi, C., Creutzig, F.","39761029000; 57193388966; 56167617700; 23995215600","Direct Air Capture of CO<inf>2</inf>: A Key Technology for Ambitious Climate Change Mitigation",2019,"Joule",3,"9",,2053,2057,,,10.1016/j.joule.2019.08.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072062036&partnerID=40&md5=c6fdd2fdd254a48065d56bc1b30a21a5",Note,Final,,Scopus,2-s2.0-85072062036
"Ordonez, C., Zhang, Y., Johnsson, S.L.","57203051107; 57190000496; 7005577253","Scalable machine learning computing a data summarization matrix with a parallel array DBMS",2019,"Distributed and Parallel Databases",37,"3",,329,350,,,10.1007/s10619-018-7229-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048276568&partnerID=40&md5=29b26fb8274399c9a601acf65b0e114a",Article,Final,,Scopus,2-s2.0-85048276568
"Miller, C.","55907251600","What's in the box?! Towards explainable machine learning applied to non-residential building smart meter classification",2019,"Energy and Buildings",199,"",,523,536,,,10.1016/j.enbuild.2019.07.019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069565836&partnerID=40&md5=d05767a858e1b088340dcde713fca3a4",Article,Final,,Scopus,2-s2.0-85069565836
"Wang, C., Zhai, H., You, Y.-Z.","56815872600; 7202968340; 36641103500","Emergent Schrödinger equation in an introspective machine learning architecture",2019,"Science Bulletin",64,"17",,1228,1233,,,10.1016/j.scib.2019.07.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071705831&partnerID=40&md5=8188b882474373171bf70170bc8cc124",Article,Final,,Scopus,2-s2.0-85071705831
"Liu, C., Qi, L., Feng, Q.-X., Sun, S.-W., Zhang, Y.-D., Liu, X.-S.","57202915413; 56651590200; 57208712350; 57205642927; 48762286500; 56199148800","Performance of a machine learning-based decision model to help clinicians decide the extent of lymphadenectomy (D1 vs. D2) in gastric cancer before surgical resection",2019,"Abdominal Radiology",44,"9",,3019,3029,,,10.1007/s00261-019-02098-w,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067851150&partnerID=40&md5=c0fe9f4cab8254757e8354921a2a7150",Article,Final,,Scopus,2-s2.0-85067851150
"Ren, G., Zhang, Y., Liu, H., Zhang, K., Hu, Y.","57210214637; 55951477400; 56972764100; 56431640900; 7407118245","A New Lane-Changing Model with Consideration of Driving Style",2019,"International Journal of Intelligent Transportation Systems Research",17,"3",,181,189,,,10.1007/s13177-019-00180-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069945577&partnerID=40&md5=7b73041b39d95ca2d3e3ea76c590fab3",Article,Final,,Scopus,2-s2.0-85069945577
"Shamsolmoali, P., Kumar Jain, D., Zareapoor, M., Yang, J., Afshar Alam, M.","56350053200; 57195760478; 56349635100; 15039078800; 57211099923","High-dimensional multimedia classification using deep CNN and extended residual units",2019,"Multimedia Tools and Applications",78,"17",,23867,23882,,2,10.1007/s11042-018-6146-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048819649&partnerID=40&md5=1e26a74e4c2219aabc8797490330db9b",Article,Final,,Scopus,2-s2.0-85048819649
"Chauhan, V.K., Sharma, A., Dahiya, K.","57200278460; 57201754552; 15064983500","SAAGs: Biased stochastic variance reduction methods for large-scale learning",2019,"Applied Intelligence",49,"9",,3331,3361,,,10.1007/s10489-019-01450-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064500462&partnerID=40&md5=2c8088b3fd974445a90db676c150805b",Article,Final,,Scopus,2-s2.0-85064500462
"Prasse, P., Knaebel, R., Machlica, L., Pevný, T., Scheffer, T.","55376814000; 57206937233; 57207112089; 56695192700; 55122621900","Joint detection of malicious domains and infected clients",2019,"Machine Learning",108,"8-9",,1353,1368,,,10.1007/s10994-019-05789-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062148327&partnerID=40&md5=2e66a32d8858d6a4e8b43a24d34f0363",Article,Final,,Scopus,2-s2.0-85062148327
"Lorenzen, S.S., Igel, C., Seldin, Y.","57190124252; 6602116076; 18936922800","On PAC-Bayesian bounds for random forests",2019,"Machine Learning",108,"8-9",,1503,1522,,,10.1007/s10994-019-05803-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065773116&partnerID=40&md5=fca7f70520ec35ae6d24be31dbcf270f",Article,Final,,Scopus,2-s2.0-85065773116
"Wang, Q., Liu, Y., Xu, Q., Feng, J., Yu, H.","57202113864; 35724144300; 57203318837; 57202119590; 23101866300","Identification of mildew degrees in honeysuckle using hyperspectral imaging combined with variable selection",2019,"Journal of Food Measurement and Characterization",13,"3",,2157,2166,,,10.1007/s11694-019-00136-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064639470&partnerID=40&md5=9691546e1347e54c29da5cdddb4fd6d0",Article,Final,,Scopus,2-s2.0-85064639470
"Babaeian, M., Amal Francis, K., Dajani, K., Mozumdar, M.","57193131058; 57210185038; 57203224400; 8862003700","Real-Time Driver Drowsiness Detection Using Wavelet Transform and Ensemble Logistic Regression",2019,"International Journal of Intelligent Transportation Systems Research",17,"3",,212,222,,,10.1007/s13177-019-0176-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069829509&partnerID=40&md5=c5dc9f08ef5b17acc5bf8c95c3e153de",Article,Final,,Scopus,2-s2.0-85069829509
"Razzaghi, T., Safro, I., Ewing, J., Sadrfaridpour, E., Scott, J.D.","25229408200; 13605531100; 56572242700; 57205644763; 56390544400","Predictive models for bariatric surgery risks with imbalanced medical datasets",2019,"Annals of Operations Research",280,"1-2",,,,,,10.1007/s10479-019-03156-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060907685&partnerID=40&md5=4d8816b84ec259f3d948f5ee2899cf77",Article,Final,,Scopus,2-s2.0-85060907685
"Xu, Y., Hou, Z., Liang, J., Chen, C., Jia, L., Song, Y.","57191156444; 14029905400; 55892326800; 55707834700; 57206810729; 57203987398","Action recognition using weighted fusion of depth images and skeleton’s key frames",2019,"Multimedia Tools and Applications",78,"17",,25063,25078,,,10.1007/s11042-019-7593-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066124446&partnerID=40&md5=0bd763f07681dd261b470dd7681c681a",Article,Final,,Scopus,2-s2.0-85066124446
"Reiter, O., Rotemberg, V., Kose, K., Halpern, A.C.","55873300200; 56491002700; 54379544800; 7103054781","Artificial Intelligence in Skin Cancer",2019,"Current Dermatology Reports",8,"3",,133,140,,,10.1007/s13671-019-00267-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069684462&partnerID=40&md5=429e2a7de7084a884bb99684a0dd9746",Review,Final,,Scopus,2-s2.0-85069684462
"Sharma, A., Saxena, S., Rai, P.","56515729600; 57209292251; 36768797700","A flexible probabilistic framework for large-margin mixture of experts",2019,"Machine Learning",108,"8-9",,1369,1393,,,10.1007/s10994-019-05811-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067232120&partnerID=40&md5=306f84e538f67b960ce4886b06fb8bfb",Article,Final,,Scopus,2-s2.0-85067232120
"Carter, R., Luchini, A., Liotta, L., Haymond, A.","57209639352; 36086501700; 35394613100; 37097177700","Next-Generation Techniques for Determination of Protein-Protein Interactions: Beyond the Crystal Structure",2019,"Current Pathobiology Reports",7,"3",,61,71,,,10.1007/s40139-019-00198-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068317714&partnerID=40&md5=cea30493f7182ae015e30af4586598f8",Review,Final,,Scopus,2-s2.0-85068317714
"Notredame, C.-E., Morgiève, M., Morel, F., Berrouiguet, S., Azé, J., Vaiva, G.","55816488400; 55891001000; 57211004804; 56108028700; 8584012400; 7004749694","Distress, Suicidality, and Affective Disorders at the Time of Social Networks",2019,"Current psychiatry reports",21,"10",,98,,,,10.1007/s11920-019-1087-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072192698&partnerID=40&md5=dd26aa90bfa6b39b81e51786bcb57f09",Review,Final,,Scopus,2-s2.0-85072192698
"Sartor, R.C., Noshay, J., Springer, N.M., Briggs, S.P.","55574194906; 57193309908; 7004439661; 7103303765","Identification of the expressome by machine learning on omics data",2019,"Proceedings of the National Academy of Sciences of the United States of America",116,"36",,18119,18125,,,10.1073/pnas.1813645116,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071788931&partnerID=40&md5=89659307e7bf126b3bd02e67a80c4251",Article,Final,Open Access,Scopus,2-s2.0-85071788931
"Dev, V.A., Eden, M.R.","56224115100; 7005082718","Formation lithology classification using scalable gradient boosted decision trees",2019,"Computers and Chemical Engineering",128,"",,392,404,,,10.1016/j.compchemeng.2019.06.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067899644&partnerID=40&md5=5165e8ca72c09e5f30ddb70e10f38e85",Article,Final,,Scopus,2-s2.0-85067899644
"Madiona, R.M.T., Winkler, D.A., Muir, B.W., Pigram, P.J.","57190961015; 7102950474; 7004347021; 7003530501","Optimal machine learning models for robust materials classification using ToF-SIMS data",2019,"Applied Surface Science",487,"",,773,783,,,10.1016/j.apsusc.2019.05.123,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066077077&partnerID=40&md5=bdb9688aa8cb8ee9bd711f83cbebce53",Article,Final,,Scopus,2-s2.0-85066077077
"Alam, S., Yao, N.","57201256979; 36669830100","The impact of preprocessing steps on the accuracy of machine learning algorithms in sentiment analysis",2019,"Computational and Mathematical Organization Theory",25,"3",,319,335,,,10.1007/s10588-018-9266-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044074490&partnerID=40&md5=b3dd6f2a6f7b9a5d73ca9341048e66c8",Article,Final,,Scopus,2-s2.0-85044074490
"Schulz, K., Kreis, S., Trittenbach, H., Böhm, K.","56609755000; 57210339465; 57202999533; 7102197315","Data-driven crack assessment based on surface measurements",2019,"Engineering Fracture Mechanics",218,"", 106552,,,,,10.1016/j.engfracmech.2019.106552,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070400611&partnerID=40&md5=cde3776ab40f079101a530ae6c8a6717",Article,Final,,Scopus,2-s2.0-85070400611
"Sarkar, D., Saha, S.","56369162600; 55554063800","Machine-learning techniques for the prediction of protein–protein interactions",2019,"Journal of Biosciences",44,"4", 104,,,,,10.1007/s12038-019-9909-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070738708&partnerID=40&md5=23b67f02fb82d60d55677ed2e37924d3",Review,Final,,Scopus,2-s2.0-85070738708
"Klute, B., Homb, A., Chen, W., Stelpflug, A.","57210111617; 57210118942; 57210121810; 57210123215","Predicting Outpatient Appointment Demand Using Machine Learning and Traditional Methods",2019,"Journal of Medical Systems",43,"9", 288,,,,,10.1007/s10916-019-1418-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069487820&partnerID=40&md5=a0ae7396432853da1d63a52d10883f2e",Article,Final,,Scopus,2-s2.0-85069487820
"Pappalardo, L., Cintia, P., Ferragina, P., Massucco, E., Pedreschi, D., Giannotti, F.","55575682600; 55846158300; 57207430236; 57211109963; 6603935985; 7004495132","PlayeRank: Data-driven performance evaluation and player ranking in soccer via a machine learning approach",2019,"ACM Transactions on Intelligent Systems and Technology",10,"5", 59,,,,,10.1145/3343172,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072671757&partnerID=40&md5=d823a0460dd28e7118d5cf26b0fd3d1b",Article,Final,,Scopus,2-s2.0-85072671757
"Leonard, L.","35243033500","Using machine learning models to predict and choose meshes reordered by graph algorithms to improve execution times for hydrological modeling",2019,"Environmental Modelling and Software",119,"",,84,98,,1,10.1016/j.envsoft.2019.03.023,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067263225&partnerID=40&md5=244557eb7eebcaf3c032c36b72a43274",Article,Final,,Scopus,2-s2.0-85067263225
"Xu, Z., Yu, D., Wang, X.","55502698400; 55481570300; 9734213500","A bibliometric overview of International Journal of Machine Learning and Cybernetics between 2010 and 2017",2019,"International Journal of Machine Learning and Cybernetics",10,"9",,2375,2387,,1,10.1007/s13042-018-0875-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070725479&partnerID=40&md5=afc989f5156607ecdb7ab4758bb8d841",Article,Final,,Scopus,2-s2.0-85070725479
"Xing, W., Popov, V., Zhu, G., Horwitz, P., McIntyre, C.","55983407600; 52564107400; 57203974368; 7004554017; 57193081274","The effects of transformative and non-transformative discourse on individual performance in collaborative-inquiry learning",2019,"Computers in Human Behavior",98,"",,267,276,,,10.1016/j.chb.2019.04.022,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065835961&partnerID=40&md5=18fc5a731e0fa250e287980c217b31e4",Article,Final,,Scopus,2-s2.0-85065835961
"Rahnama, A., Sridhar, S.","56193173100; 7102170153","Application of data science tools to determine feature correlation and cluster metal hydrides for hydrogen storage",2019,"Materialia",7,"", 100366,,,,,10.1016/j.mtla.2019.100366,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067361073&partnerID=40&md5=19cc0ba35f50c8133f921fbbfae78d45",Article,Final,,Scopus,2-s2.0-85067361073
"Muñoz, M.M., Price, S.A.","7402190964; 8698824800","The Future is Bright for Evolutionary Morphology and Biomechanics in the Era of Big Data",2019,"Integrative and comparative biology",59,"3",,599,603,,,10.1093/icb/icz121,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072546802&partnerID=40&md5=4cc10dd342ba33657d45bebbf2ba24a3",Article,Final,,Scopus,2-s2.0-85072546802
"Auerbach, D.","57190158888","Viewpoint Bitwise: A life in code",2019,"Communications of the ACM",62,"9",,31,33,,,10.1145/3347864,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071600112&partnerID=40&md5=de309b316c9ab693d7f72988bf849144",Review,Final,,Scopus,2-s2.0-85071600112
"Barua, H.B., Mondal, K.C.","57204511717; 57209494284","A comprehensive survey on cloud data mining (CDM) frameworks and algorithms",2019,"ACM Computing Surveys",52,"5", 104,,,,,10.1145/3349265,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072378313&partnerID=40&md5=f492df347a1afa595fd646d61f059786",Article,Final,,Scopus,2-s2.0-85072378313
"Li, Y., Lu, R.","57202365478; 57194002300","Applying Ricci flow to high dimensional manifold learning",2019,"Science China Information Sciences",62,"9", 192101,,,,,10.1007/s11432-018-9702-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065904433&partnerID=40&md5=8eed06b5f35fc7f633972461cde6037e",Article,Final,,Scopus,2-s2.0-85065904433
"Basile, A.O., Yahi, A., Tatonetti, N.P.","57210591064; 56789997000; 35604787200","Artificial Intelligence for Drug Toxicity and Safety",2019,"Trends in Pharmacological Sciences",40,"9",,624,635,,,10.1016/j.tips.2019.07.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071055144&partnerID=40&md5=77cea3b43dba225d4fa1a9530aaaa319",Review,Final,Open Access,Scopus,2-s2.0-85071055144
"Belić, M., Bobić, V., Badža, M., Šolaja, N., Đurić-Jovičić, M., Kostić, V.S.","57189989195; 57188682247; 57206893198; 57210157343; 36476199000; 57189017751","Artificial intelligence for assisting diagnostics and assessment of Parkinson's disease—A review",2019,"Clinical Neurology and Neurosurgery",184,"", 105442,,,,,10.1016/j.clineuro.2019.105442,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069629950&partnerID=40&md5=670e6a1e3a37704b62b1fdc7b21e5788",Review,Final,,Scopus,2-s2.0-85069629950
"Rodriguez-Coayahuitl, L., Morales-Reyes, A., Escalante, H.J.","57201418369; 24829544200; 56013538200","Evolving autoencoding structures through genetic programming",2019,"Genetic Programming and Evolvable Machines",20,"3",,413,440,,,10.1007/s10710-019-09354-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066290848&partnerID=40&md5=ba1ada01709459c6be9328c1cb1cfe29",Article,Final,,Scopus,2-s2.0-85066290848
