Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Kamonsantiroj, S., Charoenvorakiat, P., Pipanmaekaporn, L.","24604923500; 57191330941; 22734711500","Learning representation for fMRI data analysis using autoencoder",2016,"Proceedings - 2016 5th IIAI International Congress on Advanced Applied Informatics, IIAI-AAI 2016",,"", 7557675,560,565,,,10.1109/IIAI-AAI.2016.66,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84988835195&partnerID=40&md5=bbd618960654aff49fb8c1456b403862",Conference Paper,Final,,Scopus,2-s2.0-84988835195
"Shiwaku, A., Kobayashi, N., Kitagawa, F., Shiina, H.","57191338796; 55203161700; 55203506800; 7005127808","Evaluation of free answer comment using machine learning by word evaluation",2016,"Proceedings - 2016 5th IIAI International Congress on Advanced Applied Informatics, IIAI-AAI 2016",,"", 7557590,134,137,,,10.1109/IIAI-AAI.2016.63,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84988843950&partnerID=40&md5=90099c3da3b2ce51835ae797f35aa61e",Conference Paper,Final,,Scopus,2-s2.0-84988843950
"Lin, L.-S., Li, D.-C., Pan, C.-W.","36910733700; 7405325306; 57191340459","Improving virtual sample generation for small sample learning with dependent attributes",2016,"Proceedings - 2016 5th IIAI International Congress on Advanced Applied Informatics, IIAI-AAI 2016",,"", 7557704,715,718,,1,10.1109/IIAI-AAI.2016.18,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84988905045&partnerID=40&md5=582af21123461a646ec4d76c5c6059f4",Conference Paper,Final,,Scopus,2-s2.0-84988905045
"Lima, A.C.E.S., De Castro, L.N.","55601516500; 56912991300","Predicting temperament from twitter data",2016,"Proceedings - 2016 5th IIAI International Congress on Advanced Applied Informatics, IIAI-AAI 2016",,"", 7557682,599,604,,4,10.1109/IIAI-AAI.2016.239,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84988857042&partnerID=40&md5=d53ae07e9f9e86f2b0907b42df94a073",Conference Paper,Final,,Scopus,2-s2.0-84988857042
"Liu, X., Agarwal, S., Ding, C., Yu, Q.","55992271800; 57191490938; 35361508000; 8355184200","An LDA-SVM active learning framework for web service classification",2016,"Proceedings - 2016 IEEE International Conference on Web Services, ICWS 2016",,"", 7557984,49,56,,11,10.1109/ICWS.2016.16,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84990923249&partnerID=40&md5=5a2634823f10f932c9851243ba5016b1",Conference Paper,Final,,Scopus,2-s2.0-84990923249
"Kobayashi, N., Mihara, T., Shiina, H.","55203161700; 57191335822; 7005127808","Method of classification through normal distribution approximation using estimating the adjacent and multidimensional scaling",2016,"Proceedings - 2016 5th IIAI International Congress on Advanced Applied Informatics, IIAI-AAI 2016",,"", 7557589,128,133,,,10.1109/IIAI-AAI.2016.64,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84988850441&partnerID=40&md5=2920609836fd9b3435ed4f33ed4682da",Conference Paper,Final,,Scopus,2-s2.0-84988850441
"Qiao, M., Sung, A.H., Liu, Q.","26031086400; 7006265966; 35230360300","Merging permission and api features for android malware detection",2016,"Proceedings - 2016 5th IIAI International Congress on Advanced Applied Informatics, IIAI-AAI 2016",,"", 7557676,566,571,,17,10.1109/IIAI-AAI.2016.237,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84988909482&partnerID=40&md5=c54f721262933e6f8d26d2d36a148827",Conference Paper,Final,,Scopus,2-s2.0-84988909482
"Urata, T., Maeda, A.","57191329555; 35230382900","Entity linking of artists names in Japanese music articles",2016,"Proceedings - 2016 5th IIAI International Congress on Advanced Applied Informatics, IIAI-AAI 2016",,"", 7557599,179,184,,,10.1109/IIAI-AAI.2016.130,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84988876998&partnerID=40&md5=804672ec9a0b0eac513c91e63fa9a466",Conference Paper,Final,,Scopus,2-s2.0-84988876998
"Bonnett, C., Troxel, M.A., Hartley, W., Amara, A., Leistedt, B., Becker, M.R., Bernstein, G.M., Bridle, S.L., Bruderer, C., Busha, M.T., Carrasco Kind, M., Childress, M.J., Castander, F.J., Chang, C., Crocce, M., Davis, T.M., Eifler, T.F., Frieman, J., Gangkofner, C., Gaztanaga, E., Glazebrook, K., Gruen, D., Kacprzak, T., King, A., Kwan, J., Lahav, O., Lewis, G., Lidman, C., Lin, H., MacCrann, N., Miquel, R., O'Neill, C.R., Palmese, A., Peiris, H.V., Refregier, A., Rozo, E., Rykoff, E.S., Sadeh, I., Sánchez, C., Sheldon, E., Uddin, S., Wechsler, R.H., Zuntz, J., Abbott, T., Abdalla, F.B., Allam, S., Armstrong, R., Banerji, M., Bauer, A.H., Benoit-Lévy, A., Bertin, E., Brooks, D., Buckley-Geer, E., Burke, D.L., Capozzi, D., Carnero Rosell, A., Carretero, J., Cunha, C.E., D'Andrea, C.B., Da Costa, L.N., Depoy, D.L., Desai, S., Diehl, H.T., Dietrich, J.P., Doel, P., Fausti Neto, A., Fernandez, E., Flaugher, B., Fosalba, P., Gerdes, D.W., Gruendl, R.A., Honscheid, K., Jain, B., James, D.J., Jarvis, M., Kim, A.G., Kuehn, K., Kuropatkin, N., Li, T.S., Lima, M., Maia, M.A.G., March, M., Marshall, J.L., Martini, P., Melchior, P., Miller, C.J., Neilsen, E., Nichol, R.C., Nord, B., Ogando, R., Plazas, A.A., Reil, K., Romer, A.K., Roodman, A., Sako, M., Sanchez, E., Santiago, B., Smith, R.C., Soares-Santos, M., Sobreira, F., Suchyta, E., Swanson, M.E.C., Tarle, G., Thaler, J., Thomas, D., Vikram, V., Walker, A.R.","8538979100; 55454350900; 24279354600; 14629998500; 55151435200; 30267455100; 7102813749; 6603955634; 56513926300; 6505870944; 55757277000; 26664300400; 7004614794; 56294272200; 12782079400; 7403688803; 14631809200; 7005226608; 57120092200; 55944081300; 7006427244; 36615345400; 56782400100; 37002710600; 18042540400; 7005760971; 7402636663; 7003444700; 7405567884; 56024414400; 55107853700; 56924642200; 57190216189; 23991274600; 7004336793; 6508220901; 6602580207; 56972334600; 57208589022; 7004644001; 56181584800; 7007139687; 25936998300; 7005207510; 15841786900; 7004065320; 57198076426; 8303094100; 7202698368; 36348152500; 7005656061; 35253662500; 8916181900; 55546853400; 35209800000; 56678644300; 57193414472; 22834467400; 35274447100; 7102396569; 57204342717; 56506326400; 34874844600; 8976319800; 6506833394; 37118730200; 14321679500; 35227152800; 6701688696; 35227243900; 7004889724; 34768542300; 57203194877; 7401733959; 12763070500; 7402063381; 7005886779; 6602072466; 56714142700; 8870210400; 7005343006; 36816099000; 14634210200; 57203083565; 24074819700; 55547113727; 6701741741; 7006833728; 15050924900; 11239230500; 26644249600; 8502219100; 7005376181; 35227864200; 7102311378; 7403362701; 7003496886; 57202910178; 12144425800; 35609379300; 55553326800; 15128249100; 55977053700; 7102925136; 55532216000; 36669634300; 7403910300","Redshift distributions of galaxies in the Dark Energy Survey Science Verification shear catalogue and implications for weak lensing",2016,"Physical Review D",94,"4", 042005,,,,61,10.1103/PhysRevD.94.042005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84989324605&partnerID=40&md5=4b1f7f7543dace3f9a672023cd8d934a",Article,Final,Open Access,Scopus,2-s2.0-84989324605
"Zhao, Z., Liu, Y., Huang, Y., Huang, K., Ruan, J.","7404147874; 36025453100; 35558675700; 55481915600; 8921912900","Advancing Systems Biology in the International Conference on Intelligent Biology and Medicine (ICIBM) 2015",2016,"BMC Systems Biology",10,"", 61,,,,,10.1186/s12918-016-0305-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84983680553&partnerID=40&md5=974bf19e03c490ee7a6514c7fe3dc58a",Article,Final,Open Access,Scopus,2-s2.0-84983680553
"Hema, N., Ramachandra, R., Srinivasa, K.G., Chidambaram, S., Saraswat, S., Saraswati, S., Huttanagoudar, J.B.","57200130648; 57192106815; 57197668802; 57196798352; 37081904600; 35732197400; 57192093355","Performance analysis of Java virtual machine for machine learning workloads using apache spark",2016,"ACM International Conference Proceeding Series",25-26-August-2016,"", a125,,,,,10.1145/2980258.2982117,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84997206997&partnerID=40&md5=1ced1386c417b93a7a6ef047efda281f",Conference Paper,Final,,Scopus,2-s2.0-84997206997
"Hamid, Y., Sugumaran, M., Journaux, L.","57191428882; 56132081900; 13614137500","Machine learning techniques for intrusion detection: A comparative analysis",2016,"ACM International Conference Proceeding Series",25-26-August-2016,"", a53,,,,2,10.1145/2980258.2980378,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84997552909&partnerID=40&md5=5084139106eba72ee5dda9731c68b8f1",Conference Paper,Final,,Scopus,2-s2.0-84997552909
"Valliyammai, C., Bharathwajan, K.","26424088500; 56266791800","An efficient management of resources in cloud using supervised learning",2016,"ACM International Conference Proceeding Series",25-26-August-2016,"", a62,,,,,10.1145/2980258.2980396,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84997284784&partnerID=40&md5=7718ab022cacdeaf4a8845ef7879594a",Conference Paper,Final,,Scopus,2-s2.0-84997284784
"Meitei, I.L., Singh, K.J., De, T.","57192108752; 57188881892; 24483076300","Detection of DDoS DNS amplification attack using classification algorithm",2016,"ACM International Conference Proceeding Series",25-26-August-2016,"", a81,,,,2,10.1145/2980258.2980431,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84997235695&partnerID=40&md5=a0cef6f98c5d0f734aed0c71df869e57",Conference Paper,Final,,Scopus,2-s2.0-84997235695
"Jacob, S.G., Athilakshmi, R.","55279346900; 37090284500","Extraction of protein sequence features for prediction of neuro-degenerative brain disorders: Pioneering the CGAP database",2016,"ACM International Conference Proceeding Series",25-26-August-2016,"", a30,,,,,10.1145/2980258.2980312,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84997207715&partnerID=40&md5=b7e1de85874aa2ae0a1f2810bbdf628a",Conference Paper,Final,,Scopus,2-s2.0-84997207715
"Gwalani, H., Mittal, N., Vidyarthi, A.","56436658300; 36642976800; 56039692000","Classification of brain tumours using genetic algorithms as a feature selection method (GAFS)",2016,"ACM International Conference Proceeding Series",25-26-August-2016,"", a32,,,,2,10.1145/2980258.2980318,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84997217084&partnerID=40&md5=662cf0579b1f1b6cb1f9a75e05462885",Conference Paper,Final,,Scopus,2-s2.0-84997217084
"Liu, T., Fang, Z., Zhao, C., Zhou, Y.","57191220876; 7402681666; 57191221209; 57191228289","Parallelization of a series of extreme learning machine algorithms based on spark",2016,"2016 IEEE/ACIS 15th International Conference on Computer and Information Science, ICIS 2016 - Proceedings",,"", 7550906,,,,5,10.1109/ICIS.2016.7550906,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84987933702&partnerID=40&md5=d352c5e1edbf33b748a0d528b7ddaa92",Conference Paper,Final,,Scopus,2-s2.0-84987933702
"Chodey, K.P., Hu, G.","57191227551; 7401490166","Clinical text analysis using machine learning methods",2016,"2016 IEEE/ACIS 15th International Conference on Computer and Information Science, ICIS 2016 - Proceedings",,"", 7550908,,,,2,10.1109/ICIS.2016.7550908,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84987981923&partnerID=40&md5=f39eb5cd8d1a698ceb881ac3debc9630",Conference Paper,Final,,Scopus,2-s2.0-84987981923
"Yang, N., Cao, S., Zhang, S.","57191221283; 55491019900; 57191227685","Data analysis system for online short video comments",2016,"2016 IEEE/ACIS 15th International Conference on Computer and Information Science, ICIS 2016 - Proceedings",,"", 7550946,,,,4,10.1109/ICIS.2016.7550946,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84988024368&partnerID=40&md5=f2dcea7af5185e0996a663091a5fa03e",Conference Paper,Final,,Scopus,2-s2.0-84988024368
"Hsu, Y., Hsu, M.-F., Lin, S.-J.","57191227911; 35240413600; 35210748600","Corporate risk estimation by combining machine learning technique and risk measure",2016,"2016 IEEE/ACIS 15th International Conference on Computer and Information Science, ICIS 2016 - Proceedings",,"", 7550763,,,,,10.1109/ICIS.2016.7550763,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84988025953&partnerID=40&md5=238f1e8e32af5443deeb5ee9621176e6",Conference Paper,Final,,Scopus,2-s2.0-84988025953
"Ismail Maiza, M., Ben N'Cir, C.-E., Essoussi, N.","57191156788; 55681024800; 26535754400","Overlap regulation for additive overlapping clustering methods",2016,"Proceedings - International Conference on Research Challenges in Information Science",2016-August,"", 7549335,,,,1,10.1109/RCIS.2016.7549335,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84987679912&partnerID=40&md5=77bd7d77131a533c772e6135a7779686",Conference Paper,Final,,Scopus,2-s2.0-84987679912
"O'Donoghue, J., Roantree, M., McCarren, A.","56732938900; 6602546023; 55894976400","Variable interactions in risk factors for dementia",2016,"Proceedings - International Conference on Research Challenges in Information Science",2016-August,"", 7549314,,,,1,10.1109/RCIS.2016.7549314,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84987680096&partnerID=40&md5=a81ee42051cfea11f8e7a076f249fc4f",Conference Paper,Final,,Scopus,2-s2.0-84987680096
"Song, J., Qin, S., Zhang, P.","57188971083; 57188961738; 55433896700","Chinese text categorization based on deep belief networks",2016,"2016 IEEE/ACIS 15th International Conference on Computer and Information Science, ICIS 2016 - Proceedings",,"", 7550914,,,,3,10.1109/ICIS.2016.7550914,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84987959468&partnerID=40&md5=c225cb1a2c21bdc5f1e76320a57c7af2",Conference Paper,Final,,Scopus,2-s2.0-84987959468
"Mysore, N.","57204872748","An elastic group recommendation system designed for multivariate dynamic attributes",2016,"2016 IEEE/ACIS 15th International Conference on Computer and Information Science, ICIS 2016 - Proceedings",,"", 7550752,,,,,10.1109/ICIS.2016.7550752,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84987941340&partnerID=40&md5=00ab1e825f4ddb3784992d6b14459eb9",Conference Paper,Final,,Scopus,2-s2.0-84987941340
"Wang, Y., Kawai, Y., Sumiya, K., Ishikawa, Y.","56242936500; 8902658900; 15064676800; 35302539800","TweeVist: A geo-tweet visualization system for web based on spatio-temporal events",2016,"2016 IEEE/ACIS 15th International Conference on Computer and Information Science, ICIS 2016 - Proceedings",,"", 7550845,,,,2,10.1109/ICIS.2016.7550845,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84988028756&partnerID=40&md5=9c89642d7dd24fd46822498ee40cd954",Conference Paper,Final,,Scopus,2-s2.0-84988028756
"Kane, D.M., Toomey, J.P., McMahon, C.J., Little, D.J.","56712391400; 11839030100; 36059680400; 23985168900","Open database from experimental laser systems-Resource for photonics simulations",2016,"16th International Conference on Numerical Simulation of Optoelectronic Devices, NUSOD 2016",,"", 7547037,7,8,,2,10.1109/NUSOD.2016.7547037,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84987638099&partnerID=40&md5=0698aeeeee9252c02a302e6197d289b2",Conference Paper,Final,,Scopus,2-s2.0-84987638099
"Trincado, J.L., Sebestyén, E., Pagés, A., Eyras, E.","56798408600; 24336139300; 55355712200; 6603402723","The prognostic potential of alternative transcript isoforms across human tumors",2016,"Genome Medicine",8,"1", 85,,,,14,10.1186/s13073-016-0339-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84982217595&partnerID=40&md5=adf589ebea530fb2c1990a5cd478e4df",Article,Final,Open Access,Scopus,2-s2.0-84982217595
"Han, W., Lung, C.-H., Ajila, S.A.","57191159161; 13613176100; 6507997919","Empirical investigation of code and process metrics for defect prediction",2016,"Proceedings - 2016 IEEE 2nd International Conference on Multimedia Big Data, BigMM 2016",,"", 7545064,436,439,,1,10.1109/BigMM.2016.36,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84987617534&partnerID=40&md5=68ce6da7d324bb41f42f03533bcf807b",Conference Paper,Final,,Scopus,2-s2.0-84987617534
"Rana, S., Garg, R.","57188872756; 56126832400","Application of hierarchical clustering algorithm to evaluate students performance of an institute",2016,"Proceedings - 2016 2nd International Conference on Computational Intelligence and Communication Technology, CICT 2016",,"", 7546697,692,697,,6,10.1109/CICT.2016.143,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84987607117&partnerID=40&md5=3464cfd3f84401e63a90a66b7f727bcb",Conference Paper,Final,,Scopus,2-s2.0-84987607117
"Petitjean, F., Webb, G.I.","36519511800; 7201584558","Scalable learning of graphical models",2016,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining",13-17-August-2016,"",,2131,2132,,,10.1145/2939672.2945382,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84985014312&partnerID=40&md5=dd6b5e9292411122e58d4816cf472f34",Conference Paper,Final,,Scopus,2-s2.0-84985014312
"Pivarski, J., Bennett, C., Grossman, R.L.","35227851500; 36482505300; 26642959500","Deploying analytics with the portable format for analytics (PFA)",2016,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining",13-17-August-2016,"",,579,588,,8,10.1145/2939672.2939731,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84984949425&partnerID=40&md5=5bfa686539c692ed4d9174b54d968a73",Conference Paper,Final,Open Access,Scopus,2-s2.0-84984949425
"Madaio, M., Chen, S.-T., Haimson, O.L., Zhang, W., Cheng, X., Hinds-Aldrich, M., Chau, D.H., Dilkina, B.","57190032259; 55377234300; 56157014300; 56900468200; 55761075500; 57190986640; 14035167900; 23008031500","Firebird: Predicting fire risk and prioritizing fire inspections in Atlanta",2016,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining",13-17-August-2016,"",,185,194,,8,10.1145/2939672.2939682,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84984972924&partnerID=40&md5=ede60e9f4ba1d6fdcdb782889ad2a975",Conference Paper,Final,,Scopus,2-s2.0-84984972924
"Dholakia, M.J., Sharma, A., Bhensdadia, C.K.","57189035996; 57193773074; 26639123100","Land-Sea classification using machine learning technique for SCATTEROMETER L1B globe",2016,"ACM International Conference Proceeding Series",12-13-August-2016,"", a30,,,,,10.1145/2979779.2979809,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84999792302&partnerID=40&md5=05d8d08aedf636109edeaa4f8575dee3",Conference Paper,Final,,Scopus,2-s2.0-84999792302
"Ultsch, A., Kringel, D., Kalso, E., Mogil, J.S., Lötsch, J.","55915441200; 56584751700; 7004904127; 7006362839; 7004589758","A data science approach to candidate gene selection of pain regarded as a process of learning and neural plasticity",2016,"Pain",157,"12",,2747,2757,,14,10.1097/j.pain.0000000000000694,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84997703765&partnerID=40&md5=25e9fd9a9d057f0d867d62a3753f46e1",Article,Final,,Scopus,2-s2.0-84997703765
